,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510
B3,,,,,,,,,,,,,,,,3.718899965,2.970200062,2.093899965,2.088200092,1.768100023,1.439900041,1.172399998,0.9298999906,0.7459999919,0.6437000036,0.5522999763,0.4884000123,0.4463999867,0.4302000105,0.4422999918,0.469599992,0.513100028,0.5673000216,0.6405000091,0.7203000188,0.8001999855,0.8633999825,0.965200007,1.031399965,1.086599946,1.146299958,1.206099987,1.254500031,1.293200016,1.340800047,1.381700039,1.441300035,1.513900042,1.572100043,1.623900056,1.651299953,1.666399956,1.677099943,1.699200034,1.73300004,1.762099981,1.781399965
B4,,,,,,,,,,,,,,,,3.502099991,2.757999897,1.997400045,1.909500003,1.587200046,1.265900016,1.011700034,0.7799999714,0.6093000174,0.5206000209,0.4370000064,0.3743999898,0.3357999921,0.3278000057,0.350300014,0.3869999945,0.4386000037,0.4999000132,0.5795999765,0.6638000011,0.7480999827,0.8133999705,0.9185000062,0.9871000051,1.043400049,1.104599953,1.165400028,1.21449995,1.253200054,1.300799966,1.340899944,1.399799943,1.471199989,1.52820003,1.578999996,1.605999947,1.620000005,1.629999995,1.65139997,1.685400009,1.714699984,1.735299945
B5,,,,,,,,,,,,,,,,3.331899881,2.57159996,1.935700059,1.752099991,1.412899971,1.154399991,0.9125999808,0.6927000284,0.5321999788,0.4512999952,0.3738999963,0.3156999946,0.2800000012,0.2755999863,0.3005000055,0.3377999961,0.3898000121,0.4494000077,0.5266000032,0.6076999903,0.6869999766,0.7491999865,0.8485999703,0.9132000208,0.9660999775,1.023200035,1.08010006,1.12559998,1.161999941,1.206099987,1.243700027,1.298200011,1.364599943,1.417299986,1.464699984,1.489199996,1.502599955,1.512099981,1.531999946,1.56340003,1.590600014,1.609699965
B6,,,,,,,,,,,,,,,,,3.836100101,2.327399969,3.169300079,2.788000107,2.371200085,2.01609993,1.691400051,1.425999999,1.24940002,1.093299985,0.986100018,0.8995000124,0.8242999911,0.7799999714,0.7609999776,0.7590000033,0.7735000253,0.8069000244,0.8525999784,0.9034000039,0.9462000132,1.01820004,1.066900015,1.108100057,1.154199958,1.201500058,1.240200043,1.272099972,1.312600017,1.348899961,1.402199984,1.469499946,1.523599982,1.573199987,1.599799991,1.61559999,1.625800014,1.646399975,1.676800013,1.702900052,1.718700051
B7,,,,,,,,,,,,,,,,,3.749799967,2.316900015,3.033400059,2.644999981,2.23149991,1.882400036,1.564499974,1.310199976,1.146700025,1.005699992,0.9103000164,0.8373000026,0.7806000113,0.7558000088,0.7544999719,0.7724999785,0.8068000078,0.8630999923,0.9307000041,1.002799988,1.06099999,1.157600045,1.22179997,1.27579999,1.335500002,1.395799994,1.444800019,1.484699965,1.534700036,1.578500032,1.64320004,1.723999977,1.788499951,1.847599983,1.879299998,1.896399975,1.909000039,1.934000015,1.970499992,2.002500057,2.022300005
C1,,,,,,,,,,,,,,,,,3.691800117,2.303600073,2.883599997,2.387099981,1.915400028,1.565700054,1.233899951,0.9817000031,0.8389000297,0.676699996,0.5407000184,0.4399000108,0.3781000078,0.3655000031,0.3761000037,0.4013999999,0.4352999926,0.4835000038,0.5374000072,0.5917000175,0.6352000237,0.7055000067,0.7519999743,0.7907000184,0.8325999975,0.8751000166,0.9092000127,0.9363999963,0.9702000022,0.9990000129,1.041200042,1.093400002,1.134600043,1.171300054,1.190400004,1.200899959,1.207499981,1.223199964,1.248700023,1.270200014,1.28610003
C2,,,,,,,,,,,,,,,3.757400036,2.792500019,2.088900089,1.564499974,1.439800024,1.202000022,0.9442999959,0.7444000244,0.5583999753,0.4251999855,0.3736000061,0.3362999856,0.3129000068,0.3097000122,0.3409999907,0.3977999985,0.4648000002,0.5519999862,0.6492000222,0.7736999989,0.902700007,1.029700041,1.128200054,1.286800027,1.389400005,1.47329998,1.564200044,1.654299974,1.726799965,1.783800006,1.853299975,1.911299944,1.995700002,2.09800005,2.181099892,2.254100084,2.292399883,2.313699961,2.326200008,2.35739994,2.403399944,2.448499918,2.477799892
C3,,,,,,,,,,,,,,,3.777899981,2.8052001,2.105400085,1.574300051,1.441400051,1.191799998,0.9268000126,0.7236999869,0.5340999961,0.4002999961,0.3486000001,0.3091000021,0.2824999988,0.27700001,0.3073000014,0.3646999896,0.432099998,0.519200027,0.6158000231,0.7387999892,0.8661999702,0.9907000065,1.087599993,1.243000031,1.342800021,1.425500035,1.514000058,1.602300048,1.672899961,1.728899956,1.79610002,1.852900028,1.947900057,2.036000013,2.115999937,2.185600042,2.22329998,2.243000031,2.256799936,2.286099911,2.332600117,2.377399921,2.403800011
C4,,,,,,,,,,,,,,,3.773900032,2.764300108,2.075400114,1.556399941,1.420699954,1.173200011,0.9118000269,0.7113000154,0.5249999762,0.3932999969,0.3427999914,0.3037999868,0.277399987,0.2720000148,0.2991000116,0.3619000018,0.4284999967,0.5123999715,0.6122000217,0.7343999743,0.8572000265,0.9781000018,1.07949996,1.226600051,1.328799963,1.406499982,1.498999953,1.583999991,1.649999976,1.707499981,1.771299958,1.827399969,1.907500029,2.001499891,2.089099884,2.152100086,2.192699909,2.209700108,2.224699974,2.251300097,2.298599958,2.341399908,2.368599892
C5,,,,,,,,,,,,,,,3.665600061,2.665499926,1.99940002,1.503800035,1.363700032,1.128100038,0.8766000271,0.6827999949,0.5031999946,0.3759999871,0.3273999989,0.2899000049,0.2639999986,0.2588,0.2876999974,0.3425000012,0.4068999887,0.4900000095,0.5820999742,0.6991999745,0.8195000291,0.9380999804,1.029999971,1.177099943,1.272199988,1.350299954,1.434299946,1.518100023,1.584900022,1.637699962,1.701699972,1.756100059,1.833500028,1.928799987,2.003900051,2.071000099,2.105700016,2.1243999,2.137599945,2.165999889,2.209899902,2.250099897,2.27699995
C6,,,,,,,,,,,,,,,3.970999956,2.954900026,2.258699894,1.692100048,1.561400056,1.293300033,1.014199972,0.8004000187,0.6021000147,0.4589999914,0.3995000124,0.3495999873,0.3136000037,0.2994000018,0.320600003,0.3698999882,0.4302000105,0.5094000101,0.5985999703,0.7118999958,0.829400003,0.9458000064,1.03579998,1.180199981,1.273800015,1.350900054,1.433099985,1.516299963,1.582100034,1.634600043,1.69749999,1.750800014,1.827900052,1.922500014,1.997599959,2.065000057,2.098500013,2.117300034,2.130500078,2.158499956,2.201699972,2.242899895,2.269900084
C7,,,,,,,,,,,,,,,,3.21420002,2.55279994,1.895099998,1.793200016,1.483899951,1.171399951,0.9345999956,0.7129999995,0.5487999916,0.4715000093,0.3986000121,0.3425000012,0.3100000024,0.3115999997,0.344599992,0.3907999992,0.4535999894,0.5256999731,0.6183000207,0.7146999836,0.8109999895,0.8852000237,1.004299998,1.081599951,1.145200014,1.213500023,1.282199979,1.336500049,1.379899979,1.429700017,1.476799965,1.541399956,1.620100021,1.683300018,1.739099979,1.76789999,1.783400059,1.794199944,1.817299962,1.854900002,1.887799978,1.910400033
D1,0.08720000088,0.07329999655,0.06270000339,0.05519999936,0.05059999973,0.0458999984,0.04259999841,0.04030000046,0.03860000148,0.03750000149,0.03669999912,0.03599999845,0.03550000116,0.0346999988,0.03400000185,0.03319999948,0.03229999915,0.03150000051,0.03109999932,0.03030000068,0.02969999984,0.02940000035,0.02850000001,0.02800000086,0.02749999985,0.02710000053,0.0270000007,0.02659999952,0.02659999952,0.02649999969,0.02639999986,0.0262000002,0.0262000002,0.02600000054,0.02590000071,0.02580000088,0.02569999918,0.02559999935,0.02559999935,0.02549999952,0.02559999935,0.02549999952,0.02539999969,0.02539999969,0.02539999969,0.02529999986,0.02529999986,0.02520000003,0.02520000003,0.02520000003,0.02549999952,0.02549999952,0.0251000002,0.0251000002,0.02500000037,0.02500000037,0.02500000037
D2,0.08810000122,0.07549999654,0.06390000135,0.05629999936,0.0513000004,0.04659999907,0.04300000146,0.04100000113,0.03920000046,0.03799999878,0.0373999998,0.03680000082,0.03610000014,0.03519999981,0.03429999948,0.0335999988,0.0326000005,0.03189999983,0.03119999915,0.03040000051,0.02969999984,0.02930000052,0.02850000001,0.02789999917,0.02740000002,0.02690000087,0.02659999952,0.02610000037,0.02610000037,0.02600000054,0.02600000054,0.02580000088,0.02549999952,0.02539999969,0.02539999969,0.02529999986,0.02529999986,0.02520000003,0.0251000002,0.0251000002,0.0251000002,0.02490000054,0.02480000071,0.02470000088,0.02459999919,0.02449999936,0.02439999953,0.0242999997,0.0242999997,0.02419999987,0.02439999953,0.02439999953,0.02419999987,0.02419999987,0.02410000004,0.02410000004,0.02410000004
D3,0.09250000119,0.07800000161,0.06780000031,0.06019999832,0.05519999936,0.05070000142,0.04729999974,0.04509999976,0.04340000078,0.04190000147,0.04120000079,0.04060000181,0.03990000114,0.03909999877,0.03779999912,0.03720000014,0.03620000184,0.0353000015,0.03480000049,0.03390000015,0.03310000151,0.03280000016,0.03189999983,0.03119999915,0.0307,0.03020000085,0.02969999984,0.02889999934,0.02899999917,0.02889999934,0.02869999968,0.02840000018,0.02820000052,0.02800000086,0.02789999917,0.02779999934,0.02769999951,0.02769999951,0.02769999951,0.02740000002,0.02730000019,0.02730000019,0.02720000036,0.02710000053,0.02690000087,0.02679999918,0.02669999935,0.02649999969,0.02639999986,0.02639999986,0.02690000087,0.02669999935,0.02630000003,0.0262000002,0.0262000002,0.0262000002,0.0262000002
D4,0.09480000287,0.0800999999,0.06909999996,0.06109999865,0.05600000173,0.05139999837,0.04769999906,0.04529999942,0.04360000044,0.04219999909,0.04149999842,0.04080000147,0.0401000008,0.03929999843,0.03830000013,0.03750000149,0.03660000116,0.03579999879,0.03510000184,0.03429999948,0.0335999988,0.03339999914,0.03269999847,0.03229999915,0.03189999983,0.03150000051,0.03119999915,0.0307,0.03079999983,0.03079999983,0.03060000017,0.03050000034,0.03040000051,0.03020000085,0.03020000085,0.03020000085,0.03009999916,0.03009999916,0.03009999916,0.03009999916,0.02999999933,0.02999999933,0.02999999933,0.02999999933,0.0298999995,0.02979999967,0.02979999967,0.02969999984,0.02969999984,0.02969999984,0.03009999916,0.02999999933,0.02960000001,0.02960000001,0.02960000001,0.02960000001,0.02969999984
D5,0.09390000254,0.07850000262,0.06710000336,0.05900000036,0.05370000005,0.04870000109,0.04520000145,0.04250000045,0.04069999978,0.03929999843,0.03849999979,0.03770000115,0.03720000014,0.0362999998,0.0353000015,0.03449999914,0.0335999988,0.03280000016,0.03220000118,0.03159999847,0.03060000017,0.03030000068,0.02950000018,0.02899999917,0.02859999985,0.02820000052,0.02779999934,0.02720000036,0.02710000053,0.0270000007,0.02679999918,0.02659999952,0.02659999952,0.02639999986,0.02639999986,0.0262000002,0.0262000002,0.02610000037,0.02610000037,0.02610000037,0.02610000037,0.02600000054,0.02600000054,0.02590000071,0.02580000088,0.02580000088,0.02569999918,0.02559999935,0.02559999935,0.02549999952,0.02590000071,0.02580000088,0.02549999952,0.02539999969,0.02539999969,0.02539999969,0.02539999969
D6,0.09520000219,0.0794999972,0.0680000037,0.05959999934,0.05440000072,0.04940000176,0.04580000043,0.04329999909,0.04120000079,0.03970000148,0.03869999945,0.03790000081,0.03720000014,0.03620000184,0.0353000015,0.03440000117,0.03350000083,0.0326000005,0.03209999949,0.03119999915,0.03040000051,0.03009999916,0.02910000086,0.02850000001,0.02800000086,0.02759999968,0.02730000019,0.02679999918,0.02679999918,0.02659999952,0.02639999986,0.0262000002,0.02610000037,0.02580000088,0.02580000088,0.02569999918,0.02559999935,0.02549999952,0.02539999969,0.02529999986,0.02529999986,0.02520000003,0.0251000002,0.02500000037,0.02490000054,0.02490000054,0.02480000071,0.02470000088,0.02470000088,0.02459999919,0.02490000054,0.02480000071,0.02449999936,0.02439999953,0.0242999997,0.0242999997,0.0242999997
D7,0.09740000218,0.08240000159,0.07079999894,0.06230000034,0.05719999969,0.05209999904,0.04839999974,0.0458999984,0.04399999976,0.04250000045,0.04170000181,0.04080000147,0.0401000008,0.03889999911,0.03799999878,0.03700000048,0.03590000048,0.03500000015,0.03460000083,0.03370000049,0.03299999982,0.03249999881,0.03170000017,0.03099999949,0.03050000034,0.02999999933,0.0298999995,0.02940000035,0.02920000069,0.02910000086,0.02889999934,0.02859999985,0.02859999985,0.02830000035,0.02820000052,0.02810000069,0.02800000086,0.02769999951,0.02749999985,0.02759999968,0.02769999951,0.02740000002,0.02730000019,0.02720000036,0.02720000036,0.02710000053,0.0270000007,0.02690000087,0.02690000087,0.02679999918,0.02679999918,0.02710000053,0.02690000087,0.02669999935,0.02659999952,0.02649999969,0.02649999969
